country,cause_of_death,lyl,cause/risk
Serbia,Cardiovascular diseases,15.83308686,Cause
Serbia,Child and maternal malnutrition,0.16647343,Risk
Serbia,Childhood sexual abuse and bullying,0.003584541,Cause
Serbia,Chronic respiratory diseases,0.332748794,Cause
Serbia,Diabetes and kidney diseases,0.60342512,Cause
Serbia,Dietary risks,2.584497585,Risk
Serbia,Digestive diseases,0.442628022,Cause
Serbia,Drug use,0.0967343,Risk
Serbia,Enteric infections,0.009415459,Cause
Serbia,HIV/AIDS and sexually transmitted infections,0.011135266,Cause
Serbia,High LDL cholesterol,1.614908212,Risk
Serbia,High alcohol use,0.56721257,Cause
Serbia,High body-mass index,1.376560381,Risk
Serbia,High fasting plasma glucose,1.630917871,Risk
Serbia,High systolic blood pressure,5.240309157,Risk
Serbia,Intimate partner violence,0.003864734,Risk
Serbia,Kidney dysfunction,0.693222224,Cause
Serbia,Low bone mineral density,0.035236715,Risk
Serbia,Low physical activity,0.158149757,Risk
Serbia,Maternal and neonatal disorders,0.19347343,Cause
Serbia,Mental disorders,0,Cause
Serbia,Musculoskeletal disorders,0.015178744,Cause
Serbia,Neglected tropical diseases and malaria,1.00E-03,Cause
Serbia,Neoplasms,3.217536239,Cause
Serbia,Neurological disorders,0.388260868,Cause
Serbia,Non-optimal temperature,0.565130434,Cause
Serbia,Nutritional deficiencies,0.002,Cause
Serbia,Occupational risks,0.143975848,Risk
Serbia,Other environmental risks,0.262429952,Risk
Serbia,Other infectious diseases,0.025033816,Cause
Serbia,Other non-communicable diseases,0.133101449,Cause
Serbia,PM2.5 relative to WHO guideline,0.95,Risk
Serbia,Respiratory infections and tuberculosis,2.237859912,Cause
Serbia,Self-harm and interpersonal violence,0.283362322,Cause
Serbia,Skin and subcutaneous diseases,0.008966184,Cause
Serbia,Substance use disorders,0.079512079,Cause
Serbia,Tobacco,2.045613546,Risk
Serbia,Transport injuries,0.153806765,Cause
Serbia,Unintentional injuries,0.16757005,Cause
Serbia,Unsafe sex,0.090608694,Risk
Serbia,"Unsafe water, sanitation, and handwashing",0.005966184,Risk
Seychelles,Ambient ozone pollution,0.007526523,Risk
Seychelles,Cardiovascular diseases,4.734271114,Cause
Seychelles,Child and maternal malnutrition,0.476420432,Risk
Seychelles,Childhood sexual abuse and bullying,5.09E-04,Cause
Seychelles,Chronic respiratory diseases,0.417233792,Cause
Seychelles,Diabetes and kidney diseases,1.200247543,Cause
Seychelles,Dietary risks,1.72742436,Risk
Seychelles,Digestive diseases,0.640882123,Cause
Seychelles,Drug use,0.13932613,Risk
Seychelles,Enteric infections,0.093734774,Cause
Seychelles,HIV/AIDS and sexually transmitted infections,0.130876228,Cause
Seychelles,High LDL cholesterol,0.678388998,Risk
Seychelles,High alcohol use,0.356477408,Cause
Seychelles,High body-mass index,1.449764241,Risk
Seychelles,High fasting plasma glucose,1.446176816,Risk
Seychelles,High systolic blood pressure,2.986646362,Risk
Seychelles,Intimate partner violence,0.012278978,Risk
Seychelles,Kidney dysfunction,1.205683693,Cause
Seychelles,Low bone mineral density,0.036721022,Risk
Seychelles,Low physical activity,0.116536345,Risk
Seychelles,Maternal and neonatal disorders,0.430363458,Cause
Seychelles,Mental disorders,0,Cause
Seychelles,Musculoskeletal disorders,0.003455796,Cause
Seychelles,Neglected tropical diseases and malaria,0.003526523,Cause
Seychelles,Neoplasms,2.552383105,Cause
Seychelles,Neurological disorders,0.36845776,Cause
Seychelles,Non-optimal temperature,0.035982318,Cause
Seychelles,Nutritional deficiencies,0.038911591,Cause
Seychelles,Occupational risks,0.120043222,Risk
Seychelles,Other environmental risks,0.163243615,Risk
Seychelles,Other infectious diseases,0.138428291,Cause
Seychelles,Other non-communicable diseases,0.505677799,Cause
Seychelles,PM2.5 relative to WHO guideline,0,Risk
Seychelles,Respiratory infections and tuberculosis,3.576742633,Cause
Seychelles,Self-harm and interpersonal violence,0.16973281,Cause
Seychelles,Skin and subcutaneous diseases,0.024964637,Cause
Seychelles,Substance use disorders,0.022194499,Cause
Seychelles,Tobacco,1.320445978,Risk
Seychelles,Transport injuries,0.237785855,Cause
Seychelles,Unintentional injuries,0.294581533,Cause
Seychelles,Unsafe sex,0.236799606,Risk
Seychelles,"Unsafe water, sanitation, and handwashing",0.07189391,Risk
Sierra Leone,Ambient ozone pollution,0.017016716,Risk
Sierra Leone,Cardiovascular diseases,4.453903627,Cause
Sierra Leone,Child and maternal malnutrition,3.201935107,Risk
Sierra Leone,Childhood sexual abuse and bullying,0.002016716,Cause
Sierra Leone,Chronic respiratory diseases,0.39,Cause
Sierra Leone,Diabetes and kidney diseases,0.634307768,Cause
Sierra Leone,Dietary risks,1.065977382,Risk
Sierra Leone,Digestive diseases,0.727089481,Cause
Sierra Leone,Drug use,0.023625369,Risk
Sierra Leone,Enteric infections,1.009590957,Cause
Sierra Leone,HIV/AIDS and sexually transmitted infections,0.524648967,Cause
Sierra Leone,High LDL cholesterol,0.484307768,Risk
Sierra Leone,High alcohol use,0.37108555,Cause
Sierra Leone,High body-mass index,0.564723693,Risk
Sierra Leone,High fasting plasma glucose,0.796829891,Risk
Sierra Leone,High systolic blood pressure,2.560564398,Risk
Sierra Leone,Intimate partner violence,0.039823008,Risk
Sierra Leone,Kidney dysfunction,0.643033432,Cause
Sierra Leone,Low bone mineral density,0.072575221,Risk
Sierra Leone,Low physical activity,0.066140609,Risk
Sierra Leone,Maternal and neonatal disorders,2.468746311,Cause
Sierra Leone,Mental disorders,0,Cause
Sierra Leone,Musculoskeletal disorders,0.010832842,Cause
Sierra Leone,Neglected tropical diseases and malaria,3.468778763,Cause
Sierra Leone,Neoplasms,0.997719762,Cause
Sierra Leone,Neurological disorders,0.221866273,Cause
Sierra Leone,Non-optimal temperature,0.058558505,Cause
Sierra Leone,Nutritional deficiencies,0.62468633,Cause
Sierra Leone,Occupational risks,0.13442773,Risk
Sierra Leone,Other environmental risks,0.295508358,Risk
Sierra Leone,Other infectious diseases,0.370408063,Cause
Sierra Leone,Other non-communicable diseases,0.664863322,Cause
Sierra Leone,PM2.5 relative to WHO guideline,0.45,Risk
Sierra Leone,Respiratory infections and tuberculosis,3.666480838,Cause
Sierra Leone,Self-harm and interpersonal violence,0.153327435,Cause
Sierra Leone,Skin and subcutaneous diseases,0.003016716,Cause
Sierra Leone,Substance use disorders,0.022250738,Cause
Sierra Leone,Tobacco,0.571603741,Risk
Sierra Leone,Transport injuries,0.421898724,Cause
Sierra Leone,Unintentional injuries,0.567764998,Cause
Sierra Leone,Unsafe sex,0.607583084,Risk
Sierra Leone,"Unsafe water, sanitation, and handwashing",1.015698134,Risk
Singapore,Ambient ozone pollution,0.01871491,Risk
Singapore,Cardiovascular diseases,2.816262264,Cause
Singapore,Child and maternal malnutrition,0.044856727,Risk
Singapore,Childhood sexual abuse and bullying,0,Cause
Singapore,Chronic respiratory diseases,0.248292376,Cause
Singapore,Diabetes and kidney diseases,0.404594463,Cause
Singapore,Dietary risks,1.01211899,Risk
Singapore,Digestive diseases,0.187113162,Cause
Singapore,Drug use,0.026458475,Risk
Singapore,Enteric infections,0.024885381,Cause
Singapore,HIV/AIDS and sexually transmitted infections,0.016315202,Cause
Singapore,High LDL cholesterol,0.561634775,Risk
Singapore,High alcohol use,0.053659058,Cause
Singapore,High body-mass index,0.464883924,Risk
Singapore,High fasting plasma glucose,0.82608305,Risk
Singapore,High systolic blood pressure,1.135428363,Risk
Singapore,Intimate partner violence,0.001942691,Risk
Singapore,Kidney dysfunction,0.662081593,Cause
Singapore,Low bone mineral density,0.041143273,Risk
Singapore,Low physical activity,0.071340942,Risk
Singapore,Maternal and neonatal disorders,0.045342399,Cause
Singapore,Mental disorders,0,Cause
Singapore,Musculoskeletal disorders,0.020170471,Cause
Singapore,Neglected tropical diseases and malaria,0,Cause
Singapore,Neoplasms,2.696604663,Cause
Singapore,Neurological disorders,0.83606265,Cause
Singapore,Non-optimal temperature,0.022542982,Cause
Singapore,Nutritional deficiencies,0.002485673,Cause
Singapore,Occupational risks,0.152551725,Risk
Singapore,Other environmental risks,0.197401166,Risk
Singapore,Other infectious diseases,0.026085964,Cause
Singapore,Other non-communicable diseases,0.330478387,Cause
Singapore,PM2.5 relative to WHO guideline,1.19,Risk
Singapore,Respiratory infections and tuberculosis,2.095604663,Cause
Singapore,Self-harm and interpersonal violence,0.240776591,Cause
Singapore,Skin and subcutaneous diseases,0.07057018,Cause
Singapore,Substance use disorders,0.005571637,Cause
Singapore,Tobacco,0.699458963,Risk
Singapore,Transport injuries,0.065060224,Cause
Singapore,Unintentional injuries,0.140918407,Cause
Singapore,Unsafe sex,0.050683341,Risk
Singapore,"Unsafe water, sanitation, and handwashing",0.014971345,Risk
Slovakia,Ambient ozone pollution,0.015609756,Risk
Slovakia,Cardiovascular diseases,11.24880494,Cause
Slovakia,Child and maternal malnutrition,0.164780488,Risk
Slovakia,Childhood sexual abuse and bullying,0.00304878,Cause
Slovakia,Chronic respiratory diseases,0.216804877,Cause
Slovakia,Diabetes and kidney diseases,0.369146342,Cause
Slovakia,Dietary risks,3.097853662,Risk
Slovakia,Digestive diseases,0.697195119,Cause
Slovakia,Drug use,0.095439024,Risk
Slovakia,Enteric infections,0.009902439,Cause
Slovakia,HIV/AIDS and sexually transmitted infections,0.003487805,Cause
Slovakia,High LDL cholesterol,1.541341465,Risk
Slovakia,High alcohol use,0.737048769,Cause
Slovakia,High body-mass index,1.384463419,Risk
Slovakia,High fasting plasma glucose,1.326146346,Risk
Slovakia,High systolic blood pressure,4.41314636,Risk
Slovakia,Intimate partner violence,0.004390244,Risk
Slovakia,Kidney dysfunction,0.806000003,Cause
Slovakia,Low bone mineral density,0.074512195,Risk
Slovakia,Low physical activity,0.140390245,Risk
Slovakia,Maternal and neonatal disorders,0.147780488,Cause
Slovakia,Mental disorders,0,Cause
Slovakia,Musculoskeletal disorders,0.009853659,Cause
Slovakia,Neglected tropical diseases and malaria,0,Cause
Slovakia,Neoplasms,3.635170723,Cause
Slovakia,Neurological disorders,0.547902443,Cause
Slovakia,Non-optimal temperature,0.474024392,Cause
Slovakia,Nutritional deficiencies,0.003,Cause
Slovakia,Occupational risks,0.116341462,Risk
Slovakia,Other environmental risks,0.226585365,Risk
Slovakia,Other infectious diseases,0.016512195,Cause
Slovakia,Other non-communicable diseases,0.195487805,Cause
Slovakia,PM2.5 relative to WHO guideline,0.61,Risk
Slovakia,Respiratory infections and tuberculosis,4.773195112,Cause
Slovakia,Self-harm and interpersonal violence,0.286243898,Cause
Slovakia,Skin and subcutaneous diseases,0.00797561,Cause
Slovakia,Substance use disorders,0.068999999,Cause
Slovakia,Tobacco,1.679926807,Risk
Slovakia,Transport injuries,0.197731705,Cause
Slovakia,Unintentional injuries,0.391560972,Cause
Slovakia,Unsafe sex,0.067341465,Risk
Slovakia,"Unsafe water, sanitation, and handwashing",0.007487805,Risk
Slovenia,Ambient ozone pollution,0.039736078,Risk
Slovenia,Cardiovascular diseases,5.316861969,Cause
Slovenia,Child and maternal malnutrition,0.056641647,Risk
Slovenia,Childhood sexual abuse and bullying,0.010251816,Cause
Slovenia,Chronic respiratory diseases,0.358498791,Cause
Slovenia,Diabetes and kidney diseases,0.39344552,Cause
Slovenia,Dietary risks,1.589082325,Risk
Slovenia,Digestive diseases,0.554096855,Cause
Slovenia,Drug use,0.101636805,Risk
Slovenia,Enteric infections,0.011421307,Cause
Slovenia,HIV/AIDS and sexually transmitted infections,0.003547216,Cause
Slovenia,High LDL cholesterol,0.591750607,Risk
Slovenia,High alcohol use,0.652578704,Cause
Slovenia,High body-mass index,1.110963676,Risk
Slovenia,High fasting plasma glucose,0.964527845,Risk
Slovenia,High systolic blood pressure,2.207646482,Risk
Slovenia,Intimate partner violence,0.001937046,Risk
Slovenia,Kidney dysfunction,0.436130749,Cause
Slovenia,Low bone mineral density,0.173571428,Risk
Slovenia,Low physical activity,0.099508474,Risk
Slovenia,Maternal and neonatal disorders,0.058220339,Cause
Slovenia,Mental disorders,0,Cause
Slovenia,Musculoskeletal disorders,0.027106537,Cause
Slovenia,Neglected tropical diseases and malaria,0,Cause
Slovenia,Neoplasms,4.097128348,Cause
Slovenia,Neurological disorders,0.838709436,Cause
Slovenia,Non-optimal temperature,0.342087166,Cause
Slovenia,Nutritional deficiencies,0.005484261,Cause
Slovenia,Occupational risks,0.277803879,Risk
Slovenia,Other environmental risks,0.166893463,Risk
Slovenia,Other infectious diseases,0.015515739,Cause
Slovenia,Other non-communicable diseases,0.175634382,Cause
Slovenia,PM2.5 relative to WHO guideline,0.57,Risk
Slovenia,Respiratory infections and tuberculosis,2.218089595,Cause
Slovenia,Self-harm and interpersonal violence,0.328590804,Cause
Slovenia,Skin and subcutaneous diseases,0.018452784,Cause
Slovenia,Substance use disorders,0.247634387,Cause
Slovenia,Tobacco,1.182581127,Risk
Slovenia,Transport injuries,0.1420339,Cause
Slovenia,Unintentional injuries,0.499680388,Cause
Slovenia,Unsafe sex,0.038866827,Risk
Slovenia,"Unsafe water, sanitation, and handwashing",0.006968523,Risk
Solomon Islands,Ambient ozone pollution,0,Risk
Solomon Islands,Cardiovascular diseases,7.046671502,Cause
Solomon Islands,Child and maternal malnutrition,0.587487921,Risk
Solomon Islands,Childhood sexual abuse and bullying,0.002584541,Cause
Solomon Islands,Chronic respiratory diseases,0.649806765,Cause
Solomon Islands,Diabetes and kidney diseases,1.508275359,Cause
Solomon Islands,Dietary risks,2.565323676,Risk
Solomon Islands,Digestive diseases,0.542120777,Cause
Solomon Islands,Drug use,0.107038648,Risk
Solomon Islands,Enteric infections,0.214560386,Cause
Solomon Islands,HIV/AIDS and sexually transmitted infections,0.181961352,Cause
Solomon Islands,High LDL cholesterol,1.029444448,Risk
Solomon Islands,High alcohol use,0.145338167,Cause
Solomon Islands,High body-mass index,1.534458934,Risk
Solomon Islands,High fasting plasma glucose,1.963724634,Risk
Solomon Islands,High systolic blood pressure,2.253260865,Risk
Solomon Islands,Intimate partner violence,0.018840579,Risk
Solomon Islands,Kidney dysfunction,0.832661836,Cause
Solomon Islands,Low bone mineral density,0.046101449,Risk
Solomon Islands,Low physical activity,0.195318839,Risk
Solomon Islands,Maternal and neonatal disorders,0.551004824,Cause
Solomon Islands,Mental disorders,0,Cause
Solomon Islands,Musculoskeletal disorders,0.007763285,Cause
Solomon Islands,Neglected tropical diseases and malaria,0.562193235,Cause
Solomon Islands,Neoplasms,1.3045942,Cause
Solomon Islands,Neurological disorders,0.171908212,Cause
Solomon Islands,Non-optimal temperature,0.039888889,Cause
Solomon Islands,Nutritional deficiencies,0.033628019,Cause
Solomon Islands,Occupational risks,0.309579714,Risk
Solomon Islands,Other environmental risks,0.240468601,Risk
Solomon Islands,Other infectious diseases,0.252922706,Cause
Solomon Islands,Other non-communicable diseases,0.344652174,Cause
Solomon Islands,PM2.5 relative to WHO guideline,0.12,Risk
Solomon Islands,Respiratory infections and tuberculosis,1.521608699,Cause
Solomon Islands,Self-harm and interpersonal violence,0.561265707,Cause
Solomon Islands,Skin and subcutaneous diseases,0.038270532,Cause
Solomon Islands,Substance use disorders,0.023743962,Cause
Solomon Islands,Tobacco,2.415811618,Risk
Solomon Islands,Transport injuries,0.41397585,Cause
Solomon Islands,Unintentional injuries,0.525763292,Cause
Solomon Islands,Unsafe sex,0.197396131,Risk
Solomon Islands,"Unsafe water, sanitation, and handwashing",0.338719807,Risk
Somalia,Ambient ozone pollution,0.016064579,Risk
Somalia,Cardiovascular diseases,2.446524457,Cause
Somalia,Child and maternal malnutrition,3.216258317,Risk
Somalia,Childhood sexual abuse and bullying,0.002510763,Cause
Somalia,Chronic respiratory diseases,0.444399218,Cause
Somalia,Diabetes and kidney diseases,0.804951076,Cause
Somalia,Dietary risks,1.206925633,Risk
Somalia,Digestive diseases,0.95258513,Cause
Somalia,Drug use,0.030387476,Risk
